0.000000000000e+00	1.826416452878e+03	-5.177045330952e-03	1.270644028727e+00	2.197788842494e+00	3.184078610864e-03	-3.828120067468e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.000000000000e+00	1.829078995241e+03	-1.227422296018e-03	1.233550484380e+00	3.127295884520e+00	3.489048345754e-03	-3.566857127685e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
2.000000000000e+00	1.831653658190e+03	-1.783464911477e-03	1.198602052390e+00	2.022030013542e+00	-7.248610961565e-03	-3.451322202942e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
3.000000000000e+00	1.834784197881e+03	-1.958159827609e-02	1.168690553190e+00	4.239049367237e+00	-2.803367643562e-02	-2.161663746000e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.000000000000e+00	1.838638296181e+03	-5.390695482584e-02	1.160181187012e+00	3.469147234014e+00	-3.768982495177e-02	6.135056173018e-03	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.000000000000e+00	1.842675262901e+03	-8.486975109188e-02	1.182019845052e+00	4.604786204802e+00	-1.811262369930e-02	3.517297754855e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
6.000000000000e+00	1.846570097154e+03	-8.507944452128e-02	1.221395501241e+00	3.184882301658e+00	1.672994060115e-02	3.926293372463e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
7.000000000000e+00	1.851054007556e+03	-5.772452379342e-02	1.253462773995e+00	5.782938502264e+00	3.312466707793e-02	2.363043455193e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
8.000000000000e+00	1.855234178280e+03	-2.274837772528e-02	1.272040388933e+00	2.577402946589e+00	3.751141055029e-02	1.573354245154e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
9.000000000000e+00	1.858744793256e+03	1.578475975576e-02	1.287334989229e+00	4.443827004498e+00	3.761066328971e-02	1.577517084618e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.000000000000e+01	1.863449658076e+03	4.973556460503e-02	1.306867263356e+00	4.965902635352e+00	2.879975632088e-02	2.504099201188e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.100000000000e+01	1.868146556688e+03	6.859944338069e-02	1.338907196722e+00	4.427894589024e+00	5.439500414553e-03	3.800897211248e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.200000000000e+01	1.872783895032e+03	5.591652873409e-02	1.373689863909e+00	4.846782099957e+00	-2.927724892037e-02	2.452289489820e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
