0.000000000000e+00	1.586246198641e+00	1.490249259114e-02	2.229240091076e-15
1.000000000000e+00	-7.236949700058e-01	3.750207042767e-02	6.465846285262e-16
2.000000000000e+00	1.044275882499e+00	3.993578826292e-02	-5.521898897252e-16
3.000000000000e+00	1.498639522986e-01	2.313911287960e-02	-2.107576795823e-16
4.000000000000e+00	1.350701417285e+00	-6.378295510954e-03	2.300406750983e-16
5.000000000000e+00	-2.425728400331e+00	-2.512826265130e-02	-1.004313111337e-15
6.000000000000e+00	1.712664062963e+00	-3.660316639491e-02	8.276475008039e-17
7.000000000000e+00	-1.351219721256e+00	-2.821684933002e-02	3.996360124891e-16
8.000000000000e+00	5.502206192208e-01	-2.284414264326e-02	-1.377879409231e-15
9.000000000000e+00	4.875429032311e-01	-3.890411955563e-02	1.055995098522e-15
1.000000000000e+01	1.986242019338e-01	-3.769175157446e-02	-1.511246410038e-15
1.100000000000e+01	4.108688563528e-01	-2.078733326082e-02	2.626080593673e-15
1.200000000000e+01	-2.827102720220e+00	2.141191573301e-03	-2.569726281822e-15
1.300000000000e+01	7.956839967589e+00	1.476760880030e-02	2.205980390267e-15
1.400000000000e+01	-1.652229969658e+01	2.546491086092e-02	-1.400000000000e+00
1.500000000000e+01	-2.500000000000e+01	2.541723661599e-02	-9.725724075981e-16
1.600000000000e+01	8.402197446375e+00	2.205134795790e-02	-1.269289927096e-19
1.700000000000e+01	2.500000000000e+01	1.123216095161e-02	1.400000000000e+00
1.800000000000e+01	1.496007054182e+01	-2.552090356535e-02	4.699696416626e-01
