0.000000000000e+00	1.826149110413e+03	-6.179376809378e-04	1.248229967268e+00	1.879897749798e+00	-1.431079079161e-02	-3.244387618260e-02	0.000000000000e+00	-1.119264190925e-02	1.500000000000e+00	0.000000000000e+00
1.000000000000e+00	1.828822131262e+03	-1.502168027110e-02	1.215135611189e+00	3.466143948439e+00	-1.492268302566e-02	-3.196523836212e-02	-3.397730606988e-03	3.709850681888e-03	1.500000000000e+00	-5.994159616933e+00
2.000000000000e+00	1.831926427726e+03	-3.376861850218e-02	1.185984230580e+00	2.742448978433e+00	-2.510653676131e-02	-2.532269729512e-02	-5.820187532886e-02	4.121192110956e-02	1.500000000000e+00	-1.232506390496e+01
3.000000000000e+00	1.835191014646e+03	-6.688447346704e-02	1.170748081298e+00	3.786724860932e+00	-3.875299278247e-02	-9.033031003085e-04	-1.801741172722e-01	8.114770937248e-02	1.500000000000e+00	-1.903629537417e+01
4.000000000000e+00	1.839052671483e+03	-1.003480179167e-01	1.188089974787e+00	3.936588813231e+00	-2.096107006870e-02	3.389641288169e-02	-3.457377529049e-01	1.042868222521e-01	1.500000000000e+00	-2.708136890925e+01
5.000000000000e+00	1.843664611005e+03	-1.004023875538e-01	1.225937964716e+00	5.287290230516e+00	1.881165307701e-02	3.414469525814e-02	-5.140282651776e-01	9.790852674113e-02	1.500000000000e+00	-3.702283749330e+01
6.000000000000e+00	1.847739037035e+03	-7.067837081297e-02	1.250299436825e+00	2.861561830185e+00	3.806436953829e-02	1.426058305924e-02	-6.268333618112e-01	7.278026408983e-02	1.500000000000e+00	-4.541346379179e+01
7.000000000000e+00	1.851456930897e+03	-3.096257079971e-02	1.255293260572e+00	4.574225893149e+00	3.820640939457e-02	-1.702229220320e-03	-6.909697213021e-01	3.617709769492e-02	1.500000000000e+00	-5.373959488251e+01
8.000000000000e+00	1.855355546929e+03	5.902145463583e-03	1.251798888118e+00	3.223006171892e+00	3.708267480716e-02	-3.768032329112e-03	-7.000000000000e-01	7.960248364902e-03	1.500000000000e+00	-6.154561531565e+01
9.000000000000e+00	1.858853663411e+03	4.382988717339e-02	1.250761819757e+00	3.773226791113e+00	3.811795010792e-02	3.216595345913e-03	-6.704848078449e-01	-1.488389427836e-02	1.500000000000e+00	-6.897719428857e+01
1.000000000000e+01	1.862870661653e+03	7.994117643398e-02	1.261786852909e+00	4.260769694344e+00	3.195570787963e-02	2.050699226382e-02	-5.930789776411e-01	-5.378801383399e-02	1.500000000000e+00	-7.738042904033e+01
1.100000000000e+01	1.867230743449e+03	1.011301248103e-01	1.291951319153e+00	4.459393896278e+00	6.572768985096e-03	3.750217010078e-02	-4.614969971882e-01	-9.147976540845e-02	1.500000000000e+00	-8.647787730928e+01
1.200000000000e+01	1.871895571773e+03	8.990712866923e-02	1.326716896948e+00	4.870262752631e+00	-2.680440063897e-02	2.612474120626e-02	-3.068393882747e-01	-1.122670986693e-01	1.500000000000e+00	-9.628393877816e+01
1.300000000000e+01	1.875352283166e+03	5.539038393432e-02	1.337473350994e+00	2.043160032411e+00	-3.794763332767e-02	-6.598421727058e-03	-1.564829747165e-01	-1.101259070960e-01	1.500000000000e+00	-1.034884171855e+02
1.400000000000e+01	1.881373863182e+03	2.867470859116e-02	1.319228619946e+00	1.000000000000e+01	-1.282804663149e-02	-2.060702940158e-02	-2.250173977736e-02	-9.535829829567e-02	1.500000000000e+00	-1.134918359044e+02
1.500000000000e+01	1.883112713333e+03	2.056277580723e-02	1.299302962329e+00	-6.522299696577e+00	-6.172865188511e-03	-1.944070723660e-02	1.718378774468e-02	-6.989338743475e-02	9.999999999999e-02	-1.151925895134e+02
1.600000000000e+01	1.864090413637e+03	1.497154279937e-02	1.283127779213e+00	-3.152229969658e+01	-5.393108019278e-03	-1.438233962810e-02	9.019116862885e-03	-4.447615081875e-02	1.000000000000e-01	-1.121508882073e+02
1.700000000000e+01	1.836769212664e+03	9.340394210072e-03	1.269474982539e+00	-2.312010225020e+01	-5.919534215739e-03	-1.254568714719e-02	-4.049290407730e-03	-2.242480286086e-02	1.000000000000e-01	-1.110652750672e+02
1.800000000000e+01	1.826149110413e+03	-6.179376809363e-04	1.248229967268e+00	1.879897749798e+00	-1.431079079161e-02	-3.244387618260e-02	4.764407969866e-08	-1.119264190925e-02	1.500000000000e+00	-1.075691383225e+02
